"subject id","activity","signal name","mean","std"
16,"standing","tGravityAcc Z",-0.1667,-0.9596
16,"walking","tGravityAcc Z",-0.2174,-0.9614
16,"walking downstairs","tGravityAcc Z",-0.2254,-0.9106
16,"walking upstairs","tGravityAcc Z",-0.3791,-0.9076
16,"laying","tBodyAccJerk X",0.0784,-0.9884
16,"sitting","tBodyAccJerk X",0.0734,-0.9909
16,"standing","tBodyAccJerk X",0.0736,-0.991
16,"walking","tBodyAccJerk X",0.077,-0.3962
16,"walking downstairs","tBodyAccJerk X",0.0908,-0.1012
16,"walking upstairs","tBodyAccJerk X",0.0763,-0.5211
16,"laying","tBodyAccJerk Y",0.0133,-0.9849
16,"sitting","tBodyAccJerk Y",0.0099,-0.9818
16,"standing","tBodyAccJerk Y",0.0121,-0.9826
16,"walking","tBodyAccJerk Y",0.0097,-0.4256
16,"walking downstairs","tBodyAccJerk Y",-0.0148,-0.2617
16,"walking upstairs","tBodyAccJerk Y",0.0174,-0.4256
16,"laying","tBodyAccJerk Z",-0.0015,-0.9876
16,"sitting","tBodyAccJerk Z",-0.0115,-0.9835
16,"standing","tBodyAccJerk Z",-0.0048,-0.9881
16,"walking","tBodyAccJerk Z",0.0036,-0.4403
16,"walking downstairs","tBodyAccJerk Z",-0.0293,-0.3034
16,"walking upstairs","tBodyAccJerk Z",0.0381,-0.5934
16,"laying","tBodyGyro X",-0.0162,-0.977
16,"sitting","tBodyGyro X",-0.0412,-0.981
16,"standing","tBodyGyro X",-0.0299,-0.9734
16,"walking","tBodyGyro X",-0.0152,-0.6542
16,"walking downstairs","tBodyGyro X",-0.0225,-0.4542
16,"walking upstairs","tBodyGyro X",0.0718,-0.5081
16,"laying","tBodyGyro Y",-0.1137,-0.9707
16,"sitting","tBodyGyro Y",-0.0575,-0.9583
16,"standing","tBodyGyro Y",-0.0687,-0.9801
16,"walking","tBodyGyro Y",-0.0696,-0.6126
16,"walking downstairs","tBodyGyro Y",-0.0683,-0.5283
16,"walking upstairs","tBodyGyro Y",-0.0486,-0.5864
16,"laying","tBodyGyro Z",0.0966,-0.9848
16,"sitting","tBodyGyro Z",0.0796,-0.9603
16,"standing","tBodyGyro Z",0.0867,-0.9824
16,"walking","tBodyGyro Z",0.0819,-0.3655
16,"walking downstairs","tBodyGyro Z",0.0835,-0.4446
16,"walking upstairs","tBodyGyro Z",-0.0078,-0.365
16,"laying","tBodyGyroJerk X",-0.1022,-0.9858
16,"sitting","tBodyGyroJerk X",-0.0957,-0.9896
16,"standing","tBodyGyroJerk X",-0.1001,-0.9871
16,"walking","tBodyGyroJerk X",-0.1109,-0.6759
16,"walking downstairs","tBodyGyroJerk X",-0.1039,-0.6237
16,"walking upstairs","tBodyGyroJerk X",-0.1409,-0.7073
16,"laying","tBodyGyroJerk Y",-0.0348,-0.989
16,"sitting","tBodyGyroJerk Y",-0.045,-0.9906
16,"standing","tBodyGyroJerk Y",-0.0425,-0.9926
16,"walking","tBodyGyroJerk Y",-0.0434,-0.7122
16,"walking downstairs","tBodyGyroJerk Y",-0.0568,-0.5834
16,"walking upstairs","tBodyGyroJerk Y",-0.0296,-0.7747
16,"laying","tBodyGyroJerk Z",-0.0577,-0.9945
16,"sitting","tBodyGyroJerk Z",-0.0588,-0.9884
16,"standing","tBodyGyroJerk Z",-0.0544,-0.9927
16,"walking","tBodyGyroJerk Z",-0.0533,-0.5713
16,"walking downstairs","tBodyGyroJerk Z",-0.0612,-0.5406
16,"walking upstairs","tBodyGyroJerk Z",-0.0354,-0.7171
16,"laying","tBodyAccMag",-0.9618,-0.9579
16,"sitting","tBodyAccMag",-0.9619,-0.9411
16,"standing","tBodyAccMag",-0.9699,-0.9573
16,"walking","tBodyAccMag",-0.2588,-0.4718
16,"walking downstairs","tBodyAccMag",0.1911,0.1192
16,"walking upstairs","tBodyAccMag",-0.234,-0.3348
16,"laying","tGravityAccMag",-0.9618,-0.9579
16,"sitting","tGravityAccMag",-0.9619,-0.9411
16,"standing","tGravityAccMag",-0.9699,-0.9573
16,"walking","tGravityAccMag",-0.2588,-0.4718
16,"walking downstairs","tGravityAccMag",0.1911,0.1192
16,"walking upstairs","tGravityAccMag",-0.234,-0.3348
16,"laying","tBodyAccJerkMag",-0.9883,-0.9879
16,"sitting","tBodyAccJerkMag",-0.9875,-0.9836
16,"standing","tBodyAccJerkMag",-0.9892,-0.9868
16,"walking","tBodyAccJerkMag",-0.3631,-0.4034
16,"walking downstairs","tBodyAccJerkMag",-0.1659,-0.0783
16,"walking upstairs","tBodyAccJerkMag",-0.4832,-0.4931
16,"laying","tBodyGyroMag",-0.9518,-0.959
16,"sitting","tBodyGyroMag",-0.9464,-0.9379
16,"standing","tBodyGyroMag",-0.9725,-0.9641
16,"walking","tBodyGyroMag",-0.4859,-0.6651
16,"walking downstairs","tBodyGyroMag",-0.3098,-0.4223
16,"walking upstairs","tBodyGyroMag",-0.3083,-0.5182
16,"laying","tBodyGyroJerkMag",-0.9908,-0.9882
16,"sitting","tBodyGyroJerkMag",-0.9924,-0.9883
16,"standing","tBodyGyroJerkMag",-0.9928,-0.9908
16,"walking","tBodyGyroJerkMag",-0.6715,-0.7228
16,"walking downstairs","tBodyGyroJerkMag",-0.5909,-0.5958
16,"walking upstairs","tBodyGyroJerkMag",-0.7377,-0.7973
16,"laying","fBodyAcc X",-0.9802,-0.9714
16,"sitting","fBodyAcc X",-0.987,-0.9869
16,"standing","fBodyAcc X",-0.9894,-0.9891
16,"walking","fBodyAcc X",-0.3948,-0.4091
16,"walking downstairs","fBodyAcc X",0.0368,0.2661
16,"walking upstairs","fBodyAcc X",-0.475,-0.3696
16,"laying","fBodyAcc Y",-0.9636,-0.9371
16,"sitting","fBodyAcc Y",-0.9615,-0.9498
16,"standing","fBodyAcc Y",-0.9693,-0.9582
16,"walking","fBodyAcc Y",-0.3215,-0.3544
16,"walking downstairs","fBodyAcc Y",-0.1346,-0.2087
16,"walking upstairs","fBodyAcc Y",-0.2681,-0.1663
16,"laying","fBodyAcc Z",-0.9746,-0.9625
16,"sitting","fBodyAcc Z",-0.9596,-0.9347
16,"standing","fBodyAcc Z",-0.97,-0.9485
16,"walking","fBodyAcc Z",-0.2444,-0.1805
16,"walking downstairs","fBodyAcc Z",-0.0477,-0.038
16,"walking upstairs","fBodyAcc Z",-0.3359,-0.0946
16,"laying","fBodyAccJerk X",-0.9886,-0.9893
16,"sitting","fBodyAccJerk X",-0.991,-0.9916
16,"standing","fBodyAccJerk X",-0.991,-0.9918
16,"walking","fBodyAccJerk X",-0.4414,-0.4029
16,"walking downstairs","fBodyAccJerk X",-0.1554,-0.1257
16,"walking upstairs","fBodyAccJerk X",-0.5461,-0.5381
16,"laying","fBodyAccJerk Y",-0.9848,-0.9862
16,"sitting","fBodyAccJerk Y",-0.9818,-0.9832
16,"standing","fBodyAccJerk Y",-0.9824,-0.9842
16,"walking","fBodyAccJerk Y",-0.4543,-0.4336
16,"walking downstairs","fBodyAccJerk Y",-0.29,-0.2815
16,"walking upstairs","fBodyAccJerk Y",-0.4686,-0.4171
16,"laying","fBodyAccJerk Z",-0.9855,-0.9883
16,"sitting","fBodyAccJerk Z",-0.9812,-0.9844
16,"standing","fBodyAccJerk Z",-0.9861,-0.9887
16,"walking","fBodyAccJerk Z",-0.4223,-0.4566
16,"walking downstairs","fBodyAccJerk Z",-0.242,-0.364
16,"walking upstairs","fBodyAccJerk Z",-0.5652,-0.6201
16,"laying","fBodyGyro X",-0.9759,-0.9775
16,"sitting","fBodyGyro X",-0.9786,-0.9821
16,"standing","fBodyGyro X",-0.9732,-0.9739
16,"walking","fBodyGyro X",-0.5957,-0.6737
16,"walking downstairs","fBodyGyro X",-0.4208,-0.4704
16,"walking upstairs","fBodyGyro X",-0.5324,-0.5099
16,"laying","fBodyGyro Y",-0.9761,-0.9681
16,"sitting","fBodyGyro Y",-0.9668,-0.9543
16,"standing","fBodyGyro Y",-0.9836,-0.9784
16,"walking","fBodyGyro Y",-0.6197,-0.6119
16,"walking downstairs","fBodyGyro Y",-0.4795,-0.5652
16,"walking upstairs","fBodyGyro Y",-0.642,-0.5596
16,"laying","fBodyGyro Z",-0.986,-0.9857
16,"sitting","fBodyGyro Z",-0.9601,-0.9643
16,"standing","fBodyGyro Z",-0.9836,-0.9835
16,"walking","fBodyGyro Z",-0.4329,-0.4032
16,"walking downstairs","fBodyGyro Z",-0.375,-0.5211
16,"walking upstairs","fBodyGyro Z",-0.4924,-0.3873
16,"laying","fBodyAccMag",-0.968,-0.9581
16,"sitting","fBodyAccMag",-0.9583,-0.9426
16,"standing","fBodyAccMag",-0.9711,-0.9572
16,"walking","fBodyAccMag",-0.4105,-0.5922
16,"walking downstairs","fBodyAccMag",0.114,-0.0534
16,"walking upstairs","fBodyAccMag",-0.3706,-0.4189
16,"laying","fBodyBodyAccJerkMag",-0.9875,-0.9872
16,"sitting","fBodyBodyAccJerkMag",-0.984,-0.9822
16,"standing","fBodyBodyAccJerkMag",-0.9865,-0.9859
16,"walking","fBodyBodyAccJerkMag",-0.3783,-0.4414
16,"walking downstairs","fBodyBodyAccJerkMag",-0.0746,-0.092
16,"walking upstairs","fBodyBodyAccJerkMag",-0.4756,-0.5199
16,"laying","fBodyBodyGyroMag",-0.9702,-0.959
16,"sitting","fBodyBodyGyroMag",-0.9541,-0.9389
16,"standing","fBodyBodyGyroMag",-0.9754,-0.9636
16,"walking","fBodyBodyGyroMag",-0.6692,-0.7211
16,"walking downstairs","fBodyBodyGyroMag",-0.4883,-0.4799
16,"walking upstairs","fBodyBodyGyroMag",-0.6305,-0.5325
16,"laying","fBodyBodyGyroJerkMag",-0.9887,-0.9881
16,"sitting","fBodyBodyGyroJerkMag",-0.9894,-0.9875
16,"standing","fBodyBodyGyroJerkMag",-0.9912,-0.9907
16,"walking","fBodyBodyGyroJerkMag",-0.7207,-0.7457
16,"walking downstairs","fBodyBodyGyroJerkMag",-0.5897,-0.6335
16,"walking upstairs","fBodyBodyGyroJerkMag",-0.7878,-0.8253
17,"laying","tBodyAcc X",0.2698,-0.973
17,"sitting","tBodyAcc X",0.2774,-0.9944
17,"standing","tBodyAcc X",0.2779,-0.9912
17,"walking","tBodyAcc X",0.2723,-0.3195
17,"walking downstairs","tBodyAcc X",0.2939,0.1877
17,"walking upstairs","tBodyAcc X",0.2526,-0.063
17,"laying","tBodyAcc Y",-0.0168,-0.9448
17,"sitting","tBodyAcc Y",-0.0142,-0.9619
17,"standing","tBodyAcc Y",-0.0174,-0.9682
17,"walking","tBodyAcc Y",-0.0185,-0.0176
17,"walking downstairs","tBodyAcc Y",-0.0167,-0.0608
17,"walking upstairs","tBodyAcc Y",-0.0229,-0.0132
17,"laying","tBodyAcc Z",-0.107,-0.9535
17,"sitting","tBodyAcc Z",-0.1136,-0.9657
17,"standing","tBodyAcc Z",-0.1114,-0.9705
17,"walking","tBodyAcc Z",-0.1098,-0.2658
17,"walking downstairs","tBodyAcc Z",-0.0892,-0.2311
17,"walking upstairs","tBodyAcc Z",-0.1213,-0.2302
17,"laying","tGravityAcc X",-0.1991,-0.9611
17,"sitting","tGravityAcc X",0.9449,-0.9902
17,"standing","tGravityAcc X",0.9047,-0.9858
17,"walking","tGravityAcc X",0.9281,-0.981
17,"walking downstairs","tGravityAcc X",0.9288,-0.95
17,"walking upstairs","tGravityAcc X",0.8535,-0.9495
17,"laying","tGravityAcc Y",0.6588,-0.9615
17,"sitting","tGravityAcc Y",-0.0028,-0.9667
17,"standing","tGravityAcc Y",-0.2575,-0.9758
17,"walking","tGravityAcc Y",-0.1799,-0.9686
17,"walking downstairs","tGravityAcc Y",-0.1511,-0.9466
17,"walking upstairs","tGravityAcc Y",-0.2842,-0.916
17,"laying","tGravityAcc Z",0.7227,-0.9572
17,"sitting","tGravityAcc Z",-0.1358,-0.9566
17,"standing","tGravityAcc Z",-0.2027,-0.9692
17,"walking","tGravityAcc Z",-0.1903,-0.9569
17,"walking downstairs","tGravityAcc Z",-0.161,-0.9011
17,"walking upstairs","tGravityAcc Z",-0.2982,-0.9302
17,"laying","tBodyAccJerk X",0.0779,-0.9815
17,"sitting","tBodyAccJerk X",0.0751,-0.9943
17,"standing","tBodyAccJerk X",0.0741,-0.9921
17,"walking","tBodyAccJerk X",0.0773,-0.3555
17,"walking downstairs","tBodyAccJerk X",0.1183,-0.1034
17,"walking upstairs","tBodyAccJerk X",0.0768,-0.2927
17,"laying","tBodyAccJerk Y",0.0071,-0.977
17,"sitting","tBodyAccJerk Y",0.0056,-0.9886
17,"standing","tBodyAccJerk Y",0.0066,-0.9867
17,"walking","tBodyAccJerk Y",0.013,-0.0935
17,"walking downstairs","tBodyAccJerk Y",-0.0114,-0.3041
17,"walking upstairs","tBodyAccJerk Y",0.0308,-0.3498
17,"laying","tBodyAccJerk Z",-1e-04,-0.9828
17,"sitting","tBodyAccJerk Z",-0.0016,-0.9905
17,"standing","tBodyAccJerk Z",-0.004,-0.9912
17,"walking","tBodyAccJerk Z",0.0244,-0.5343
17,"walking downstairs","tBodyAccJerk Z",-0.0094,-0.5363
17,"walking upstairs","tBodyAccJerk Z",0.0076,-0.6574
17,"laying","tBodyGyro X",-0.0235,-0.9759
17,"sitting","tBodyGyro X",-0.0425,-0.9896
17,"standing","tBodyGyro X",-0.027,-0.9814
17,"walking","tBodyGyro X",-0.0092,-0.4798
17,"walking downstairs","tBodyGyro X",0.0678,-0.3704
17,"walking upstairs","tBodyGyro X",-0.0304,-0.4966
17,"laying","tBodyGyro Y",-0.0945,-0.9715
17,"sitting","tBodyGyro Y",-0.0669,-0.9861
17,"standing","tBodyGyro Y",-0.0771,-0.9851
17,"walking","tBodyGyro Y",-0.084,-0.4549
17,"walking downstairs","tBodyGyro Y",-0.1235,-0.4593
17,"walking upstairs","tBodyGyro Y",-0.0548,-0.493
17,"laying","tBodyGyro Z",0.1114,-0.9762
17,"sitting","tBodyGyro Z",0.086,-0.9797
17,"standing","tBodyGyro Z",0.0881,-0.9855
17,"walking","tBodyGyro Z",0.0757,-0.386
17,"walking downstairs","tBodyGyro Z",0.0163,-0.4685
17,"walking upstairs","tBodyGyro Z",0.0561,-0.2344
17,"laying","tBodyGyroJerk X",-0.102,-0.9808
17,"sitting","tBodyGyroJerk X",-0.0942,-0.9953
17,"standing","tBodyGyroJerk X",-0.1013,-0.9893
17,"walking","tBodyGyroJerk X",-0.11,-0.4313
17,"walking downstairs","tBodyGyroJerk X",-0.1078,-0.5268
17,"walking upstairs","tBodyGyroJerk X",-0.1427,-0.606
17,"laying","tBodyGyroJerk Y",-0.0362,-0.9831
17,"sitting","tBodyGyroJerk Y",-0.0411,-0.995
17,"standing","tBodyGyroJerk Y",-0.0405,-0.9937
17,"walking","tBodyGyroJerk Y",-0.0379,-0.5602
17,"walking downstairs","tBodyGyroJerk Y",-0.0382,-0.5721
17,"walking upstairs","tBodyGyroJerk Y",-0.0414,-0.6767
17,"laying","tBodyGyroJerk Z",-0.0605,-0.9882
17,"sitting","tBodyGyroJerk Z",-0.0511,-0.9938
17,"standing","tBodyGyroJerk Z",-0.0546,-0.9923
17,"walking","tBodyGyroJerk Z",-0.0514,-0.5244
17,"walking downstairs","tBodyGyroJerk Z",-0.0583,-0.5428
17,"walking upstairs","tBodyGyroJerk Z",-0.0223,-0.6106
17,"laying","tBodyAccMag",-0.953,-0.9483
17,"sitting","tBodyAccMag",-0.9727,-0.9651
17,"standing","tBodyAccMag",-0.9776,-0.9754
17,"walking","tBodyAccMag",-0.1512,-0.4618
17,"walking downstairs","tBodyAccMag",0.149,0.0914
17,"walking upstairs","tBodyAccMag",-0.0128,-0.1029
17,"laying","tGravityAccMag",-0.953,-0.9483
17,"sitting","tGravityAccMag",-0.9727,-0.9651
17,"standing","tGravityAccMag",-0.9776,-0.9754
17,"walking","tGravityAccMag",-0.1512,-0.4618
17,"walking downstairs","tGravityAccMag",0.149,0.0914
17,"walking upstairs","tGravityAccMag",-0.0128,-0.1029
17,"laying","tBodyAccJerkMag",-0.9816,-0.9801
17,"sitting","tBodyAccJerkMag",-0.9928,-0.9914
17,"standing","tBodyAccJerkMag",-0.9917,-0.9904
17,"walking","tBodyAccJerkMag",-0.3011,-0.2757
17,"walking downstairs","tBodyAccJerkMag",-0.2216,-0.2066
17,"walking upstairs","tBodyAccJerkMag",-0.3572,-0.3909
17,"laying","tBodyGyroMag",-0.9607,-0.9593
17,"sitting","tBodyGyroMag",-0.9672,-0.9754
17,"standing","tBodyGyroMag",-0.9782,-0.9777
17,"walking","tBodyGyroMag",-0.335,-0.5225
17,"walking downstairs","tBodyGyroMag",-0.2326,-0.3527
17,"walking upstairs","tBodyGyroMag",-0.2352,-0.4408
17,"laying","tBodyGyroJerkMag",-0.9855,-0.982
17,"sitting","tBodyGyroJerkMag",-0.9963,-0.9944
17,"standing","tBodyGyroJerkMag",-0.9937,-0.9924
17,"walking","tBodyGyroJerkMag",-0.5172,-0.5397
17,"walking downstairs","tBodyGyroJerkMag",-0.5403,-0.5923
17,"walking upstairs","tBodyGyroJerkMag",-0.6374,-0.6823
17,"laying","fBodyAcc X",-0.9744,-0.9724
17,"sitting","fBodyAcc X",-0.994,-0.9947
17,"standing","fBodyAcc X",-0.9909,-0.9913
17,"walking","fBodyAcc X",-0.361,-0.3048
17,"walking downstairs","fBodyAcc X",-0.0226,0.2589
17,"walking upstairs","fBodyAcc X",-0.1398,-0.0355
17,"laying","fBodyAcc Y",-0.9546,-0.9428
17,"sitting","fBodyAcc Y",-0.9699,-0.9598
17,"standing","fBodyAcc Y",-0.9742,-0.9664
17,"walking","fBodyAcc Y",-0.065,-0.0556
17,"walking downstairs","fBodyAcc Y",-0.1303,-0.0861
17,"walking upstairs","fBodyAcc Y",-0.1175,-0.0253
17,"laying","fBodyAcc Z",-0.9654,-0.9501
17,"sitting","fBodyAcc Z",-0.9748,-0.9629
17,"standing","fBodyAcc Z",-0.9802,-0.967
17,"walking","fBodyAcc Z",-0.3828,-0.2624
17,"walking downstairs","fBodyAcc Z",-0.3181,-0.2454
17,"walking upstairs","fBodyAcc Z",-0.3999,-0.2048
17,"laying","fBodyAccJerk X",-0.9815,-0.9832
17,"sitting","fBodyAccJerk X",-0.9945,-0.9946
17,"standing","fBodyAccJerk X",-0.9921,-0.9928
17,"walking","fBodyAccJerk X",-0.4234,-0.3439
17,"walking downstairs","fBodyAccJerk X",-0.2151,-0.0719
17,"walking upstairs","fBodyAccJerk X",-0.3603,-0.2872
17,"laying","fBodyAccJerk Y",-0.9772,-0.9783
17,"sitting","fBodyAccJerk Y",-0.9883,-0.9899
17,"standing","fBodyAccJerk Y",-0.9863,-0.9882
17,"walking","fBodyAccJerk Y",-0.1942,-0.047
17,"walking downstairs","fBodyAccJerk Y",-0.3513,-0.2989
17,"walking upstairs","fBodyAccJerk Y",-0.3771,-0.3651
17,"laying","fBodyAccJerk Z",-0.9804,-0.9839
17,"sitting","fBodyAccJerk Z",-0.9888,-0.9908
17,"standing","fBodyAccJerk Z",-0.9896,-0.9915
17,"walking","fBodyAccJerk Z",-0.5234,-0.5439
17,"walking downstairs","fBodyAccJerk Z",-0.4987,-0.573
17,"walking upstairs","fBodyAccJerk Z",-0.633,-0.6803
17,"laying","fBodyGyro X",-0.9719,-0.9772
17,"sitting","fBodyGyro X",-0.9884,-0.99
17,"standing","fBodyGyro X",-0.9807,-0.9818
17,"walking","fBodyGyro X",-0.4077,-0.5048
17,"walking downstairs","fBodyGyro X",-0.3164,-0.3932
17,"walking upstairs","fBodyGyro X",-0.4162,-0.5245
17,"laying","fBodyGyro Y",-0.9737,-0.9706
17,"sitting","fBodyGyro Y",-0.9888,-0.9848
17,"standing","fBodyGyro Y",-0.9873,-0.9839
17,"walking","fBodyGyro Y",-0.4902,-0.4392
17,"walking downstairs","fBodyGyro Y",-0.4511,-0.4694
17,"walking upstairs","fBodyGyro Y",-0.5214,-0.4812
17,"laying","fBodyGyro Z",-0.9762,-0.9784
17,"sitting","fBodyGyro Z",-0.9816,-0.981
17,"standing","fBodyGyro Z",-0.986,-0.9867
17,"walking","fBodyGyro Z",-0.3988,-0.4388
17,"walking downstairs","fBodyGyro Z",-0.4034,-0.5409
17,"walking upstairs","fBodyGyro Z",-0.3243,-0.2779
17,"laying","fBodyAccMag",-0.961,-0.949
17,"sitting","fBodyAccMag",-0.9736,-0.9654
17,"standing","fBodyAccMag",-0.981,-0.9755
17,"walking","fBodyAccMag",-0.4294,-0.5652
17,"walking downstairs","fBodyAccMag",0.0581,-0.0619
17,"walking upstairs","fBodyAccMag",-0.1503,-0.2174
17,"laying","fBodyBodyAccJerkMag",-0.9797,-0.9797
17,"sitting","fBodyBodyAccJerkMag",-0.9914,-0.9903
17,"standing","fBodyBodyAccJerkMag",-0.9902,-0.9895
17,"walking","fBodyBodyAccJerkMag",-0.3359,-0.2112
17,"walking downstairs","fBodyBodyAccJerkMag",-0.1887,-0.2365
17,"walking upstairs","fBodyBodyAccJerkMag",-0.3603,-0.4374
17,"laying","fBodyBodyGyroMag",-0.969,-0.96
17,"sitting","fBodyBodyGyroMag",-0.9834,-0.9747
17,"standing","fBodyBodyGyroMag",-0.9843,-0.9773
17,"walking","fBodyBodyGyroMag",-0.5186,-0.6153
17,"walking downstairs","fBodyBodyGyroMag",-0.4094,-0.4289
17,"walking upstairs","fBodyBodyGyroMag",-0.5041,-0.4964
17,"laying","fBodyBodyGyroJerkMag",-0.9828,-0.982
17,"sitting","fBodyBodyGyroJerkMag",-0.9952,-0.9936
17,"standing","fBodyBodyGyroJerkMag",-0.9927,-0.9922
17,"walking","fBodyBodyGyroJerkMag",-0.5827,-0.5204
17,"walking downstairs","fBodyBodyGyroJerkMag",-0.5773,-0.6434
17,"walking upstairs","fBodyBodyGyroJerkMag",-0.669,-0.7242
18,"laying","tBodyAcc X",0.2747,-0.9845
18,"sitting","tBodyAcc X",0.2773,-0.9943
18,"standing","tBodyAcc X",0.2785,-0.992
18,"walking","tBodyAcc X",0.2739,-0.376
18,"walking downstairs","tBodyAcc X",0.2884,-0.3026
18,"walking upstairs","tBodyAcc X",0.2654,-0.3802
18,"laying","tBodyAcc Y",-0.0174,-0.9862
18,"sitting","tBodyAcc Y",-0.0129,-0.9749
18,"standing","tBodyAcc Y",-0.0166,-0.9542
18,"walking","tBodyAcc Y",-0.0178,-0.227
18,"walking downstairs","tBodyAcc Y",-0.0169,-0.2542
18,"walking upstairs","tBodyAcc Y",-0.0222,-0.2112
18,"laying","tBodyAcc Z",-0.1077,-0.9877
18,"sitting","tBodyAcc Z",-0.1119,-0.9776
18,"standing","tBodyAcc Z",-0.1085,-0.9619
18,"walking","tBodyAcc Z",-0.1042,-0.4283
18,"walking downstairs","tBodyAcc Z",-0.1034,-0.4186
18,"walking upstairs","tBodyAcc Z",-0.1127,-0.3144
18,"laying","tGravityAcc X",-0.2206,-0.9827
18,"sitting","tGravityAcc X",0.9098,-0.994
18,"standing","tGravityAcc X",0.9476,-0.9943
18,"walking","tGravityAcc X",0.9239,-0.983
18,"walking downstairs","tGravityAcc X",0.9323,-0.9604
18,"walking upstairs","tGravityAcc X",0.8833,-0.9617
18,"laying","tGravityAcc Y",0.7198,-0.9941
18,"sitting","tGravityAcc Y",0.1299,-0.984
18,"standing","tGravityAcc Y",-0.2042,-0.9813
18,"walking","tGravityAcc Y",-0.2543,-0.9753
18,"walking downstairs","tGravityAcc Y",-0.2258,-0.933
18,"walking upstairs","tGravityAcc Y",-0.3166,-0.9421
18,"laying","tGravityAcc Z",0.6055,-0.991
18,"sitting","tGravityAcc Z",0.1619,-0.9783
18,"standing","tGravityAcc Z",-0.0486,-0.976
18,"walking","tGravityAcc Z",-0.0609,-0.9725
18,"walking downstairs","tGravityAcc Z",-0.0494,-0.9217
18,"walking upstairs","tGravityAcc Z",-0.1061,-0.9078
18,"laying","tBodyAccJerk X",0.075,-0.9859
18,"sitting","tBodyAccJerk X",0.0766,-0.9916
18,"standing","tBodyAccJerk X",0.0754,-0.9894
18,"walking","tBodyAccJerk X",0.0768,-0.3681
18,"walking downstairs","tBodyAccJerk X",0.0809,-0.3872
18,"walking upstairs","tBodyAccJerk X",0.0812,-0.5632
18,"laying","tBodyAccJerk Y",0.0117,-0.9856
18,"sitting","tBodyAccJerk Y",0.0069,-0.984
18,"standing","tBodyAccJerk Y",0.0105,-0.9753
18,"walking","tBodyAccJerk Y",0.0283,-0.3202
18,"walking downstairs","tBodyAccJerk Y",-8e-04,-0.447
18,"walking upstairs","tBodyAccJerk Y",0.0212,-0.5679
18,"laying","tBodyAccJerk Z",-0.0012,-0.9907
18,"sitting","tBodyAccJerk Z",0.0028,-0.9902
18,"standing","tBodyAccJerk Z",-0.0018,-0.9885
18,"walking","tBodyAccJerk Z",0.0107,-0.6333
18,"walking downstairs","tBodyAccJerk Z",-0.0142,-0.6512
18,"walking upstairs","tBodyAccJerk Z",0.0094,-0.7608
18,"laying","tBodyGyro X",-0.0252,-0.9929
18,"sitting","tBodyGyro X",-0.0333,-0.992
18,"standing","tBodyGyro X",-0.0266,-0.9623
18,"walking","tBodyGyro X",-0.0399,-0.7044
18,"walking downstairs","tBodyGyro X",-0.0577,-0.5025
18,"walking upstairs","tBodyGyro X",-0.0471,-0.5938
18,"laying","tBodyGyro Y",-0.0838,-0.9842
18,"sitting","tBodyGyro Y",-0.0686,-0.9868
18,"standing","tBodyGyro Y",-0.0732,-0.9804
18,"walking","tBodyGyro Y",-0.0614,-0.4964
18,"walking downstairs","tBodyGyro Y",-0.0636,-0.6172
18,"walking upstairs","tBodyGyro Y",-0.0526,-0.5073
18,"laying","tBodyGyro Z",0.0938,-0.9851
18,"sitting","tBodyGyro Z",0.0848,-0.9815
18,"standing","tBodyGyro Z",0.0843,-0.9728
18,"walking","tBodyGyro Z",0.0945,-0.5114
18,"walking downstairs","tBodyGyro Z",0.0987,-0.4837
18,"walking upstairs","tBodyGyro Z",0.0907,-0.4339
18,"laying","tBodyGyroJerk X",-0.0997,-0.9961
18,"sitting","tBodyGyroJerk X",-0.0955,-0.9942
18,"standing","tBodyGyroJerk X",-0.0987,-0.982
18,"walking","tBodyGyroJerk X",-0.0966,-0.5781
18,"walking downstairs","tBodyGyroJerk X",-0.0837,-0.6767
18,"walking upstairs","tBodyGyroJerk X",-0.09,-0.7607
18,"laying","tBodyGyroJerk Y",-0.0393,-0.9905
18,"sitting","tBodyGyroJerk Y",-0.0397,-0.9942
18,"standing","tBodyGyroJerk Y",-0.0407,-0.9912
18,"walking","tBodyGyroJerk Y",-0.0434,-0.6949
18,"walking downstairs","tBodyGyroJerk Y",-0.0509,-0.7526
18,"walking upstairs","tBodyGyroJerk Y",-0.0527,-0.8289
18,"laying","tBodyGyroJerk Z",-0.0593,-0.9925
18,"sitting","tBodyGyroJerk Z",-0.0523,-0.9928
18,"standing","tBodyGyroJerk Z",-0.0532,-0.9863
18,"walking","tBodyGyroJerk Z",-0.0503,-0.6633
18,"walking downstairs","tBodyGyroJerk Z",-0.0571,-0.6057
18,"walking upstairs","tBodyGyroJerk Z",-0.0693,-0.719
18,"laying","tBodyAccMag",-0.9865,-0.9865
18,"sitting","tBodyAccMag",-0.9837,-0.9816
18,"standing","tBodyAccMag",-0.9726,-0.9723
18,"walking","tBodyAccMag",-0.2879,-0.4603
18,"walking downstairs","tBodyAccMag",-0.2935,-0.2299
18,"walking upstairs","tBodyAccMag",-0.2791,-0.3718
18,"laying","tGravityAccMag",-0.9865,-0.9865
18,"sitting","tGravityAccMag",-0.9837,-0.9816
18,"standing","tGravityAccMag",-0.9726,-0.9723
18,"walking","tGravityAccMag",-0.2879,-0.4603
18,"walking downstairs","tGravityAccMag",-0.2935,-0.2299
18,"walking upstairs","tGravityAccMag",-0.2791,-0.3718
